peopleNumber,collectionNumber,description,recipeIngredient,step,tip,href,title,typeTitle,difficulty,timeAssume,author,numOfComments,authorOfComments
36025,1252,无,半片鸭&:null$冬笋&:null$葱&:null$姜&:null$料酒&:null$八角&:null$桂皮&:null$香叶&:null$盐&:null$,* 冬笋淡盐水中浸泡* 将冬笋切厚片* 煮锅加水烧开放入冬笋焯烫后捞出洗净* 半片鸭拔毛斩指甲切去尾部洗净* 煮锅加水烧开，放入鸭子焯烫出血沫捞出冲洗干净* 将鸭子放入电压力锅，加水没过鸭子，放姜，葱，料酒，八角，桂皮，香叶，按下煲汤键，设置压力40，时间15分钟，等待操作完成听到提示音即可* 开盖放入冬笋，适量盐，按下煲汤键，设置压力40，时间标准28分钟，等待操作完成听到提示音即可* 天冷了，喝碗汤吧！*,无,1268048,冬笋鸭汤,闽菜,无,无,艺朵儿五味家宴,8,"$u57678899457680&:赞$u80377124358112&:赞$u70858460604298&:不错哦$u72914284226365&:没试过$u64417949939094&:@<a href=""/u/u37450816771006.html"">霹雳雷火蛋。</a> 呵呵！建议不错，期待你的作品，感谢捧场！$u64417949939094&:@<a href=""/u/u37450816771006.html"">霹雳雷火蛋。</a> 是的，但放猪脚就喧宾夺主了，本想加几片咸肉的，忙着忙着给忘了$u44058376358123&:看着一定很好吃吧$u40993216910159&:很好吃的样子哦 "
19825,116,无,奶酪棒&:null$青椒&:null$,* 奶酪棒切断，用小刀切出手指纹路，指甲消掉一块，把青椒修成指甲样。*粘在奶酪棒上。*,无,196180,小鬼断指（胆小勿入）,万圣节,切墩(初级),10分左右,鑫雨霏霏,17,"$u01020107508493&:Huhyuhh$u79663441877346&:用青豆装饰不是更好么$u68675692127554&:这是Q版的吧$u79046108884133&:哎呀，不错，$u71906903849702&:哈哈哈，这个恐怖了，再用红椒弄一下子！$u71987153385016&:很好玩，很想做$u61197021768560&:@<a href=""/u/u52127329327850.html"">媚眼小懒猫</a> @<a href=""/u/u85041230.html"">小聪明</a> 哈哈$u5697340133576&:@<a href=""/u/u85041230.html"">小聪明</a> 青椒！你还叫小聪明$u52127329327850&:天外有天$u52127329327850&:俄军让人bv吃不消ｃｖ测土$463928535&:味道应该不错吧、$houwanbei&:我也要学做这个~~$zhuangyu&:这里都是高手啊。$u82374209&:我要学这个！$u12455944&:好想尝尝。。$u14247748&:@<a href=""/u/u85041230.html"" target=""_blank"">小聪明</a> 别怕！做了个失血的，用的番茄酱$u85041230&:哈哈哈，这个恐怖了，再用红椒弄一下"
22693,806,街上看到卖烤虾的，便想着回来自己也做一道烤虾。盐烤虾最简单的美味，鲜嫩，基本上原汁原味，自己做，随喜好的口味添加酌料，安全又健康！,大虾&:4只$胡椒粉&:适量$盐&:适量$,* 冻虾解冻洗净* 挑出虾线，剪掉虾腿虾刺，再次清洗* 撒上盐、胡椒粉腌制10分钟* 用牙签串起来* 码入餐盒，烤箱预热200度，中层上下火烤15-20分钟* 出炉* OK！开餐。*,1.在倒数第二节处挑出虾线。,1257183,盐烤虾,闽菜,切墩(初级),10-30分钟,大海微澜,2,"$u41025288415639&:@<a href=""/u/u38096666768626.html"">laska</a> 最爱吃虾（ˉ﹃ˉ）$u38096666768626&:好棒 "
31124,1324,为了孩子，自力更生，健康饮食！,瘦猪肉&:null$糖&:25g$生抽&:25g$鸡蛋液&:25g$黑胡椒&:5ml$白酒&:5ml$蜂蜜+水（调匀成蜂蜜水，刷肉表面）&:各15ml$,* 选纯瘦猪肉剁成比饺子馅还细的粘稠的肉糜，加入糖，生抽，黑胡椒，白酒快速搅拌均匀，慢慢加入鸡蛋液，朝一个方向搅拌直到肉馅有黏性。* 取出一半的肉馅放到烤盘大小的油纸上，盖上保鲜膜，擀成薄薄均匀的的一片后揭掉保鲜膜。* 180度上下层预热烤箱后放入擀好的肉片，烤10分钟拿出来刷一层蜂蜜水，入烤箱8-10分钟后拿出，翻面刷一层蜂蜜水后入烤箱3-5分钟，拿出晾凉后切成小块即可。*,无,982781,自制猪肉脯,闽菜,切墩(初级),30~60分钟,/love小藍,17,"$u32250953776740&:微波炉行吗？$u30981412746071&:@<a href=""/u/u08262414168978.html"">/love小藍</a>  刷了呀。$u08262414168978&:@<a href=""/u/u30981412746071.html"">577232323</a> 刷蜂蜜水了吗$u30981412746071&:我做出来为什么颜色没有这么好看，很淡呢？？$u08763277570892&:怎么我做不出这样的效果？$u1667440182844&:瘦猪肉重量是多少$u09497694710210&:肉得分量是多少啊$u10915400447714&:为什么我做的不是红色$u11005427563940&:为了宝宝，妈妈们用心良苦啊， $u08262414168978&:@<a href=""/u/u07406476776728.html"">whatabrokenmachine</a>  不知道，没试过$u07406476776728&:微波炉的光波脆烤能做出吗$u08262414168978&:@<a href=""/u/u09360255931775.html"">淡淡追梦人</a>  250克$u09360255931775&:肉是多少份量？$u08262414168978&:@<a href=""/u/u07910102315893.html"">shining大侠</a>  我可能没写清楚，蜂蜜加水是刷肉表明的，不是加肉里面。$u07910102315893&:@love小蓝   我把肉洗了一下   但是水挤了，可能挤的不是很干净吧。按照食谱加了15ml的水，我加了一个整鸡蛋。也有可能是我买的肉不是纯瘦肉的  偷懒直接买的饺子馅，有一部分肥肉~~~ $u08262414168978&:@<a href=""/u/u07910102315893.html"">shining大侠</a>  肉回缩是正常现象，你肉加水了吗，怎么能出水呢，还是说你肉没完全搅到上劲？$u07910102315893&:我也是按照这个克数啊，为什么我的肉脯 就是烤不硬，中间还渗出水，翻着面烤了几次 中间都是软的，边上都已经糊了，而且肉回缩的很厉害，体积变好小。 "
22822,441,很喜欢吃蒜蓉生蚝，外面烧烤又觉得不卫生，所以就自己做,生蚝&:20只$大蒜&:4个$酱油&:null$食用油&:null$,* 把生蚝刷干净，撬开。* 撬开之后用水冲一冲，把里面的脏东西和一些碎壳冲掉。* 把大蒜剁成蒜蓉。（我是把它们掰开放进一个瓶子里猛摇，拿出来后皮就很好脱了，之后再放压蒜器里边压成蓉的）* 锅里加食用油，油热了以后把蒜蓉倒进去炒，炒到微微变色以后加入适量的酱油，再炒一分钟。一定要用小火！！！！！小火！！！* 烤箱预热150度10分钟，把炒好的蒜蓉舀在生蚝上，放进烤箱，180度上下火18分钟！* 实在太好吃啦！！！！！我可以一口气吃掉一烤盘！*,因为我不吃辣就没放辣椒，喜欢辣的可以把辣椒切了和蒜蓉一起炒,1424535,蒜蓉烤生蚝 烤箱版,闽菜,切墩(初级),10~30分钟,serenade0921,1,$u60616052496175&:要是能拍个美美的成品图就更好啦~ 
66001,1267,无,鲤鱼&:一条$葱&:根据自己口味定量$豆瓣酱&:一勺子$糖&:根据口味定量$老抽&:适量$味达美&:适量$花椒&:适量$八角&:适量$姜&:适量$小红辣椒&:适量$蒜&:适量$,* 先将鱼的腥线取出(一面一条，先从鱼身，上下各划一刀有条白色的线揪出即可)用吸水纸把鱼身上的水吸走，然后在鱼身上划开口，各口里面少放一点盐。在准备葱姜蒜小辣椒八角糖。* 然后看鱼的大小，可分成两段，三段，然后将鱼按顺序都在油锅里炸一下成金黄色即可，火不用太大，时间不用太长，然后捞出待用。* 然后用炸鱼的油，在放入准备好的，葱，姜，蒜，小辣椒，花椒，糖，炝锅，然后放豆瓣酱一勺子，在放料酒，老抽，味达美，八角放三个左右即可，依次按顺序。* 然后在加入热水，大火将水烧成沸腾在放入整个辣椒四个左右，葱段五个左右姜片两个左右，* 然后将鱼放入锅中，顿，等五分钟左右可在鱼身上放少许盐，在等三分钟左右将鱼翻过在放少许盐在身上，等汤汁熬的差不多没有的时候出锅即可。* 出锅时先将鱼肉摆放好，然后将锅中的料不要了，(辣椒蒜是锅中料摆放到鱼身上一美观二入味其他作料就不要了)在肚子里和周围放入香菜将汤汁倒入身上即可。*,无,1055518,红烧鲤鱼,闽菜,配菜(中级),10-30分钟,悟空A,2,$u79431705886890&:好吃$u24941470414816&:不错，试试，以前做总是入不了味道
30329,971,零难度，超简易又开胃，谁都能轻易拿下的快手菜。,鱼丸&:500g$咖喱酱&:50g$葱段&:null$薑丝&:null$蒜瓣&:null$,* 准备所有材料。先将鱼丸煮熟捞到干净的盘子里备用。* 热锅，下油，葱、薑、蒜下锅翻炒爆香。* 加入鱼丸翻炒，加水煮开，加入咖喱酱。* 中火煮至收汁即可。* 出锅。辣！爽！* 为了迎合孩子的口味，我在出锅后又煮了一锅开水煮过一下，味道淡了许多。*,这款咖喱酱偏辣，所以如果小孩子吃的话可以收汁后开水煮过一下。,1208640,咖喱鱼丸,闽菜,切墩(初级),10-30分钟,飘e,3,$u19676779164420&:请问，从下锅到出锅，需要多长时间！$u43765621949202&:请问是什么牌子的咖喱？我老是找不到好吃的辣咖喱 $u34958789175936&:咖喱粉行吗
64727,2022,无,小芋头&:250g$红薯&:300g$紫薯&:300g$木薯淀粉&:600g$白糖&:50g$仙草&:适量$红豆汤&:适量$红糖&:一汤匙$炼奶&:一汤匙$,* 红薯、紫薯、芋头洗净，紫薯切去两端，红薯拦腰切成段，芋头去皮切片，放入锅中蒸20-30分钟。*蒸熟的芋头趁热放入50g白糖，再混入200g左右木薯淀粉，用手拌匀，揉成光滑的面团。* 用同样的方法把紫薯、红薯面团揉好，只是紫薯和红薯没有加糖，因为本身有甜度。*三个面团取小块，搓成长条，切成自己喜欢的小段，芋圆和薯圆就算基本做好了* 烧一锅热水，等水开后，下入芋圆薯圆，等圆子浮起再煮5分钟左右，就可以捞起了。 准备一碗冰水，将煮好的圆子放到冰水里冰镇，其他的圆子冻硬后放保鲜袋保存在冰箱冰冻室随吃随取。*,兔子要说的话：,242858,红豆仙草芋圆,闽菜,配菜(中级),30-45分钟,兔子厨房,10,"$u72566248800763&:@<a href=""/u/u19056035872483.html"">梵花玉敏</a>  木薯粉做出来的Q弹，其他的粉做的较软$u72566248800763&:@<a href=""/u/u05264612974299.html"">mangguo_609</a>  太干 加多点水$u72566248800763&:@<a href=""/u/u96223560460523.html"">小秋伊人</a>  直接冷冻$u96223560460523&:请教下，多的圆子是煮过冷冻还是直接冷冻啊？$u05264612974299&:为什么和出来的面团很容易烂掉，一掰就烂了$u19056035872483&:红苕粉可以吗？我觉得应该用糯米粉吧$u8285939174951&:……木薯粉和红薯的比例是多少$u81156115960021&:臭鸡蛋，什么破作品啊一边去$u81156115960021&:额$u42626077719104&:看着真不错"
82794,2076,无,花鲢&:一尾$猪里脊肉&:少量$葱姜末&:适量$淀粉&:按比例$盐&:适量$鸡精&:少许$料酒&:少许$蛋清&:一枚$,* 其实很多鱼都可以做鱼丸，不过这次我选择的是花鲢，理由很简单，H的大舅妈推荐，呵呵~从超市选购新鲜的花鲢，去掉头部，鱼身待用。头部虽然没有办法参与鱼丸的制作，但是明天可以用来炖鲢鱼豆腐，也不会浪费哦~！* 从尾部开始，将鱼片开，避开中间的鱼骨，有一点考验刀工。* 被片开一半的鱼是这个样子的。* 依据上述方法依次将正反两片鱼肉都片离中间的鱼骨头。* 鱼皮朝下，鱼肉朝上，用刀开始刮擦鱼肉，第一开始刮擦可以顺着肉丝，刮的差不多了，也可以逆着肉丝，其实都没问题，主要是把鱼肉就这样刮下来就好，刮好之后，就只会剩下鱼皮部分。* 通过上述用到刮的方法，可以获取到鱼糜，很细致，比用刀上来就剁要细腻很多。* 这是剩下的鱼皮，鱼肉已经完全刮下，鱼皮很薄。有些人不舍得把鱼皮丢掉，那么好吧，留下来，看看明天是不是可以做点别的什么尝尝。浪费东西可是很不应该的。* 刮下的鱼糜为了让它更有韧性，我们还是要反复剁一下，这样丸子会Q弹一些。* 不要嫌累哦，尤其是爱美的MM们，这可是个瘦手臂的好机会，赶紧摆脱蝴蝶袖和拜拜肉吧，呵呵~反复反复反复反复* 这个时候很多人都会告诉你，一定要加点五花肉泥，可是医生跟我说了，我的血糖偏高，还是少吃肥腻的东西比较好，为了有些猪肉的香味，我把冰箱里剩下的猪里脊肉拿出来，虽然不能代替猪五花，可是也算是有点猪肉香了吧。当然如果身体状况不受限的朋友，也可以加入一些猪油，H的大舅妈告诉我，每次她都会放一些猪油，在这里呢，我就免了。* 将猪肉泥和鱼糜拌在一起，然后加入淀粉。* 淀粉的和肉糜的比例大概是2:1，当然淀粉再少点也是可以的，有很多人做鱼丸甚至是不放淀粉的。* 随后请加入一个鸡蛋清，一个就够了哦* 盐和鸡精也是不能少的，但是由于鱼肉本身就比较鲜美，所以鸡精少许吧，吃多了也不好。* 料酒也稍稍来上点，除除腥味。* 别忘记准备葱姜，这两样东西可是必不可少的，H的大舅妈告诉我，如果你喜欢吃口感粗糙一点的鱼丸，不妨将葱姜剁碎后直接加入鱼糜，可是如果你喜欢吃细腻口感的，那么放入一些葱姜水就可以了。我选择先放点葱姜水看看，如果实在不喜欢那种口感，我会在后续加入葱姜末。来得及的，不要担心。* 葱姜随便切下。* 之所以这么随便地切一下，是因为我有个小法宝，这个小法宝可以帮助我将葱姜段打碎成末，操作很有意思哦~* 去掉切刀的保护套，将葱姜段放入。* 盖好盖子，来回反复扯下这根线* 神奇吧，已经全部打碎了，取下刀片，放入适量水。* 将葱姜水倒入鱼糜* 配料都放齐全了，疯狂搅拌吧，哦，对了，依据个人口味，可以加入适量胡椒粉哦。还有，搅拌的重点一定要牢记，千万千万朝着一个方向搅拌，因为只有朝着一个方向搅拌，才有可能让鱼丸Q弹。这个环节可把我累坏了，我在想也许我也该买一台机器，解放下双手了。* 搅拌好的鱼糜放入冰箱冷藏室一下，这样也是为了鱼丸Q弹，大概20分钟左右吧，我也就放了20分钟。* 快到尾声的环节了，烧一锅沸水，水开后，咱们就一起打丸子吧~* 用瓷勺沾点水把鱼糜一个一个舀进沸水中。* 可以先少量放几个，尝下味道是不是还缺少什么* 待鱼丸子浮起，就代表已经熟了，可以出锅了。* 将丸子捞起后，我们可以放入保鲜盒，放置于冷冻室速冻，这样什么时候想吃就可以随时烹饪。* 煮鱼丸子的汤建议也不要浪费哦，如果家里有小瓜，或者是小白菜什么的，就可以下进去，味道很鲜美的，倒掉就太可惜了，还有剔除鱼肉的时候剩下的鱼骨还有鱼头什么的都可以放进这个汤里继续煮，这样的鲜美可是新鲜的鱼类才有的，和外面加了各种提鲜调味可不同，可以放心地喝！由于做完这些小鱼丸时间也已经很晚了，我就不打算美餐一顿了，明天再吃吧~祝大家晚安喽~*,衡量鱼丸做的是否好有一个很重要的指标，就是它的Q弹程度，其实我个人是喜欢非常Q弹的那种鱼丸，所以第一次做出来的鱼丸在这点上不是很符合我的要求，不过喜欢美食的你如果有更好的办法可以让鱼丸变得Q弹大家可以来交流一下哦。目前根据个人总结，鱼丸的弹性跟鱼肉的新鲜程度有一定关系，但是主要还是取决于淀粉量，不过如果淀粉过量会导致鱼丸比较老，没有嫩滑感。另外鸡蛋清的比例也是很有讲究的，太少鸡蛋清鱼丸也会感觉老，不嫩滑，但是鸡蛋清过量会导致鱼丸泡泡的感觉。这个比例要根据鱼肉的多少和经验来控制了，够大家研究的。到目前为止我也不敢保证每次都成功。,224702,爽滑手打鱼丸,闽菜,切墩(初级),1小时以上,Amy的蜜糖罐子,24,"$u79974317577275&:鱼刺怎么处理啊$u62995250225032&:鱼没有刺吗$u30898988885237&:比例是淀粉2肉1吗？？？？？？$u41607980196803&:@<a href=""/u/u70496017345977.html"">Amy的蜜糖罐子</a>  没放淀粉啊，吃起来好柴的肉味，放了猪肉，是放多了吗？还是剁得不够幼？$u39945207602276&:打鱼丸没那么简单的，水，鱼肉，盐，淀粉的比例是很重要的！$u70496017345977&:@<a href=""/u/u18047835614569.html"">流浪的猫猫咪</a>  可以啊$u70496017345977&:@<a href=""/u/u02052253990770.html"">Zxyang</a>  淀粉量的问题$u02052253990770&:为什么我做起来不Q呢$u18047835614569&:鱼肉葱姜之类能用料理机打碎吗$u66129478653494&:手工制作的赞吖！鱼皮可以白灼，点芥末酱油也不错哦。 $u971801094670&:好手艺！好工具啊！看了介绍之后马上淘宝买了一个！哈哈！多谢哦！还有什么生活小法宝尽情展现吧！$u07878789327268&:讲的太详细了，赞$u06128438128055&:噢$u00594796235753&:@<a href=""/u/u8634372293773.html"">朝着幸福走去</a>  3。这AA达到65$u8634372293773&:太好了，就是想找做这个的菜谱，说的很详细啊，赞！！$u70496017345977&:@<a href=""/u/u85994060167188.html"">爱美味、爱美食</a> 不可以啊，直接去鱼皮之后，你打算怎么刮鱼肉下来？$u99948371915669&:看着不错哦！改天试试！$u85994060167188&:也可以直接去鱼皮吧？$u89098793702640&:改天试做看看$u84531343925609&:感觉好棒$u70826717114259&:贵阳？哪是闽菜啊$u52286528689399&:不错$u70496017345977&:@<a href=""/u/u61372785839917.html"" target=""_blank"">elfisme84</a> 在特百惠买的，叫旋风切剁器 $u61372785839917&:你的那个打碎的东西叫什么名字啊，在哪买的啊"
53264,1644,很好吃的一款口味咸鲜，脆嫩的蚝油焖笋尖，很喜欢吃春笋的我，感觉变着花样吃不同可味的春笋很过瘾哦~,春笋&:6支$蚝油&:适量$盐&:适量$鸡粉&:适量$料酒&:适量$糖&:适量$葱&:适量$,* 春笋去壳去老根* 春笋一剖二，用开水焯一下，捞出沥干* 锅中放入底油，加入氽烫过的笋尖煸炒* 煸透后倒入料酒、糖和两勺蚝油煸炒后加盖小火焖10分钟。* 然后大火收汁撒上葱花就可以出锅了~* 装盘开吃~*,蚝油较咸，不用放盐,764723,蚝油焖笋尖,闽菜,切墩(初级),10-30分钟,魅力小煮,35,"$u71115943373556&:赞$u86720096104749&:好$u57678899457680&:好吃$u87476021424708&:好$u70858460604298&:不错哦$u45780527316460&:@<a href=""/u/u00736907977877.html"">天地之气</a> 绿色的笋尖是什么笋，可以这样做吗？$u84168696674037&:好有食欲$u80176898903470&:@<a href=""http://www.douguo.com/u/u00736907977877.html"">天地之气</a> 是的~ $u00736907977877&:肯定好吃，的确好吃$u80176898903470&:@<a href=""http://www.douguo.com/u/u50210913633632.html"">河马崽儿的老大</a> 做起来~ $u80176898903470&:@<a href=""http://www.douguo.com/u/u99267231166446.html"">楚河汉界先进</a> 谢谢好评，一起分享~ $u80176898903470&:@<a href=""http://www.douguo.com/u/u99013902346667.html"">hidiyd</a> 一起分享~ $u50210913633632&:好诱人～回家做来吃$u99267231166446&:太好看了$u99013902346667&:太想吃了$u80176898903470&:@<a href=""http://www.douguo.com/u/u98824380891701.html"">ugdiyyd</a> 谢谢~ $u80176898903470&:@<a href=""http://www.douguo.com/u/u98671922508369.html"">感动获得</a> 谢谢~ $u98824380891701&:好吃$u98671922508369&:顶$u85163494751058&:@<a href=""/u/u80176898903470.html"">魅力小煮</a> l$u96167783324326&:自己学着做做$u80176898903470&:@<a href=""http://www.douguo.com/u/u98486062218917.html"">查看互相看过</a> 嗯很入味~ $u98486062218917&:看着就好吃$u80176898903470&:@<a href=""http://www.douguo.com/u/u96608198409468.html"">黄生1</a> 一起分享~ $u80176898903470&:@<a href=""http://www.douguo.com/u/u96608198409468.html"">黄生1</a> 一起分享~ $u80176898903470&:@<a href=""http://www.douguo.com/u/u97144603961285.html"">dsfwefwef</a> 好的~一起分享~ $u96608198409468&:好吃$u97381277619641&:新消息$u86852382350894&:我也喜欢，这个方法不错。$u97144603961285&:kankan$u80176898903470&:@<a href=""http://www.douguo.com/u/u83479951356588.html"">一朵奇！葩</a> 可以试试，很好吃的~ $u83479951356588&:看起来就有食欲，改天学学看$u78133355388718&:@<a href=""/u/u80176898903470.html"">魅力小煮</a> 不用客气！是真做得很赞！$u80176898903470&:@<a href=""http://www.douguo.com/u/u78133355388718.html"">纳言乐</a> 谢谢亲的好评哦~ $u78133355388718&:好漂亮！"
1204,6,无,玉米淀粉&:5g$马蹄&:3个$2&:片$虾&:100g$,* 玉米淀粉5克，马蹄3个（30克），姜2片，虾100克（去皮后）。*PS：因为马蹄的水分比较大，所以不要加入过多的马蹄，否则虾糕会不成形哟* 先把虾去皮，把虾肉切成小块。* 如果宝宝对虾的腥味特别在意，去腥的步骤一定不能省略！可以用柠檬片腌制一下，也可以用家里常备的姜泡水来腌制虾肉。* 把虾肉放入搅拌机中搅拌成细腻的虾泥。*PS：如果过程中有些搅打不动的情况的话，可能是虾泥一下子放的有些多，可以分两次搅打，或者在途中拿起来拍一拍，让虾泥稍微活动一下，这样更容易打的细腻。* 把搅好的虾泥放入碗中备用。* 将马蹄用刀切的碎碎的。*PS：最好将马蹄切的碎一些，这样虾糕更容易成型。* 将切碎的马蹄放入虾肉中，再加入玉米淀粉，最后淋上2滴亚麻籽油。* 把所有食材搅拌均匀。*PS：平时和肉馅的时候，为了让肉馅吃起来更细腻我会加上蛋清或者是清水，调试稀稠度。这次因为加了水分很足的马蹄，虾泥搅打起来很顺畅，稀稠度也正好，所以就不需要加额外的液体了哈~* 在模具里铺上烘焙纸，放入虾泥。*PS：为了防粘和更好的脱模，我在碗的底部铺上了烘焙纸，这个办法是最有效的。如果没有的话，只能试试铺上锡纸，或者刷点植物油，但可能效果会差一些。* 把虾泥用勺子铺匀。*PS：在铺虾泥的时候会发现，虾泥很容易粘在勺子上，可以先把勺子用清水稍微沾湿，这样再来铺虾泥就能平整又不沾了！* 把铺好的虾泥直接放入蒸锅，凉水入锅，蒸15分钟，把虾泥蒸熟。*PS：如果虾泥铺的太厚，不容易蒸熟透，可以稍微多蒸一会哈。*如果蒸出的虾糕没有成型，有可能是虾泥和的太稀，水分太多的原因，稍微放凉后会有所改善。* 稍微放凉，把成型的虾糕脱模。* 再切成宝宝一手能握住的小块~* 做好之后的鲜虾马蹄糕，香香嫩嫩的。*PS：做好的虾糕一次吃不完的话，可以用保鲜袋分装好冷冻保存，想吃的时候拿出来一袋化开，热一热就可以了，也可以配上面条、汤、米粥给宝宝吃很不错。*,类似玉米，马铃薯，红薯这样的食物，淀粉含量非常高，所以一般的淀粉都是从这些食物中提取的，经常被用于烹调中，在超市就能买到。一般是用玉米淀粉，用来做虾糕可以帮助虾泥粘合在一起，比起面粉它更轻盈，不会像面粉那样出现死面，硬面，口感不好的情况。,1659875,马蹄鲜虾糕,闽菜,切墩(初级),10-30分钟,宝宝营养辅食,5,$u81484486844373&:只要一步按着一步非常的成功。$u8992555574480&:放假回家一定要惊艳一下$u32898652&:本人刚上豆果不久，很多东西都不懂，求各位师傅指导下$u84357376541572&:回家就要试试，看着就美味！$u1370985635307&:努力去学做这个哈哈！
64373,1328,西湖牛肉羹在那有名，闽南石狮牛肉羹在这也出名。也是闽南特色小吃之一，现欧巴介绍给果友,牛肉&:250g$姜丝&:2片$蒜苗&:1根$味精&:1茶匙$味极鲜酱油&:1茶匙$地瓜粉&:适量$芝麻油&:数滴$老陈醋&:少许$,* 牛肉用机器打绞，加入小量地瓜粉搅拌匀（地瓜粉特性嫩滑，所以首选地瓜粉）* 水淀粉少许（地瓜粉加少许水）* 蒜苗备用* 水下锅，下姜丝。下调味酱油，味精（饭店正常用牛高汤，姜丝是水姜丝熟时才放）* 牛肉羹放煮用手抓不规则，不可太厚* 煮几分钟，用水淀粉勾兑稍稠。下蒜苗* 上碗，水淀粉不可下太多太稠* 吃时加几滴老陈醋相当美*,牛肉打搅下少许地瓜粉为增加嫩滑,1069004,石狮牛肉羹,闽菜,切墩(初级),10-30分钟,豆帝煮,27,"$u14894993129418&:用什么机器打牛肉羹$u64517589100135&:想知道，用什么机器打肉？$u01857049189186&:我就想问一下，是不是牛里脊肉？？还是牛哪部分肉都行？？$u95629175995745&:@<a href=""http://www.douguo.com/u/u47030461532029.html"">sharonzheng33</a> 陆秀夫牛肉羹，直接买回家煮 $u01371154454606&:不好吃，绞出来的肉很噎。$u63760738990074&:@<a href=""/u/u01856510162735.html"">小小坨坨</a>  一般猪肉羹和牛肉羹都有的，不一定你吃的啥喔$u01856510162735&:难道以前吃咸饭，肉羹是牛肉？一直以为是瘦肉，很好吃，感觉楼主的做法和我以前吃的不一样$u56678097428011&:做砸了！呵呵$u39837965739504&:重点的牛肉和地瓜粉的比例又没写，比例不对口感会差很大很大$u44730779866913&:该下多少粉 肉煮出来一粒一粒的  是绞肉机饺的$u04311294317567&:@<a href=""/u/u06522583620829.html"">帝达</a>  别下水淀粉抓了，捏捏下锅$u06522583620829&:@<a href=""/u/u04311294317567.html"">豆帝煮</a> 做出来的牛肉口感很碎$u32684874236806&:生粉是什么？$u36601702355585&:非常好吃$u04311294317567&:@<a href=""/u/u15877617300865.html"">Soy_W.nahC3</a> 要也行，其实手工剁比较好吃$u15877617300865&:这个牛肉是不是用搅拌机搅一下？$u47030461532029&:@<a href=""/u/u04311294317567.html"">豆帝煮</a> 谢谢$u04311294317567&:@<a href=""/u/u47030461532029.html"">sharonzheng33</a> 那就用生粉，地瓜粉大超市有$u47030461532029&:@<a href=""/u/u04311294317567.html"">豆帝煮</a> 我这不知道哪里卖地瓜粉 好像米看到$u04311294317567&:@<a href=""/u/u47030461532029.html"">sharonzheng33</a> 地瓜粉比较嫩，生粉比较粘$u47030461532029&:@<a href=""/u/u04311294317567.html"">豆帝煮</a> 又看了一遍 明白了哈哈  一开始没理解5的意思 话说 地瓜粉跟生粉什么区别呀$u04311294317567&:@<a href=""/u/u47030461532029.html"">sharonzheng33</a> …………$u47030461532029&:@<a href=""/u/u04311294317567.html"">豆帝煮</a> 为啥看不懂$u04311294317567&:@<a href=""/u/u08418788215413.html"">等妳到永遠</a> 你看步骤$u08418788215413&:@<a href=""/u/u04311294317567.html"">豆帝煮</a> 具体怎么操作？$u04311294317567&:@<a href=""/u/u08418788215413.html"">等妳到永遠</a> 这要看你下的粉，与肉抓摔的程度$u08418788215413&:肉羹Q吗？"
42170,1241,一直喜欢清蒸鱼，在夏天红烧太腻，唯有清蒸才能勾起我的食欲， 本人微信号3890371，欢迎喜欢做菜、烘焙的朋友们添加，请注明豆果哦,鲈鱼一条（我这条一斤半）&:null$葱姜蒜&:若干$生抽&:null$蒸鱼豉油&:null$盐&:null$,* 鲈鱼洗净，处理好内膛干净* 葱姜蒜切好* 鱼肚里放些葱姜蒜可提味* 两面刻花刀，好入味，倒上料酒，撒上盐两面按摩一下，腌制半小时* 锅内放入水烧开，再放入鲈鱼，大火蒸8分钟* 葱丝，姜丝尽量切细备用* 生抽，蒸鱼豉油，糖少许，调匀* 鱼蒸好后，把盘子里的水倒掉（水有腥味）把葱丝，姜丝撒在鱼身上* 锅内倒入少许油，烧热至冒烟* 把热油从头浇到尾，这样葱也熟了，再马上把调好的汁从头浇到尾，就大功告成了(可以加点小葱 红青椒撒上 很漂亮)* 肉质很嫩，和饭店的味道一样哦* 放了红椒更好看些* 今天这次做的特别好，冬天很冷，可以把盘子先加热，端上来就吃，热气腾腾的特别好吃*,无,1186075,清蒸鲈鱼,闽菜,无,无,爱烘焙的加菲,5,"$u34677994776094&:鱼$u11989506813807&:@<a href=""/u/u82807229244620.html"">我爱瑶宝贝</a> 味怎么样$u82807229244620&:我是把汁先浇上去，然后再淋油$u31315323117614&:微波炉蒸鱼可以吗$u16026455235293&:不错"
